Filename,Content,Confidence,Status,Issues
041-Maulana_Shaukat_Ali_Road.pdf,"अ)परशुराम पुपाला मार्ग,(बाप्टी रोड)म्युनिसिपल ब्लॉक नं.सी आणि डी(मनिवि29)खंड6, 2ब)परशुराम पुपाला मार्ग,(बाप्टी रोड)म्युनिसिपल ब्लॉक नं.इ आणि एफ(मनिवि29)खंड7",85.5,ok,
042-Maulana_Shaukat_Ali_Road.pdf,"अ)मोलाना शौकत अली रोड,म्यु.घ.नं.ए-ई(मनिवि-29)खंड 8, 2 ब)मोलाना शौकत अली रोड,1 ते 34 (मनिवि-29)खंड-10",86.0,ok,
043-Maulana_Shaukat_Ali_Road.pdf,"अ)शंकरराब पुपाला मार्ग,25-27बी,(मनिवि29)खंड 4, 2 ब) मौलाना शोकत अलीरोड,एफ भारत लोखंड बा.आणि 182 भारत लोखंड बाजार (मनिवि-29)खंड-9, 3क)परशुराम पुपाला मार्ग,(बाप्टी रोड)म्युनिसिपल ब्लॉक नं.ए.बी.सी.(मनिवि29)खंड-8",86.3,ok,
044-Maulana_Shaukat_Ali_Road.pdf,"अ)मानाजी राजुजी मार्ग, 62ते 169 (मनिवि-29) खंड-3, 2 ब)मौलाना शौकत अली मार्ग, 35ते137 व म्यु.घ.न.कब्रस्तान चाळ छोटा सोनापुर Bars (मनिवि 29) खंड 11,",83.8,ok,
045-Sophia_Zubair_Road.pdf,"अ).शेफर्ड रोड,म यु.घ.नं.9 ते 21 म.नि.वि.31:खंड 1,",80.5,ok,
046-Sophia_Zubair_Road.pdf,"अ).सोफिया झुबेर रोड म यु.घ.नं.50ते110.खंड 1, 2.ब).सोफिया झुबेर रोड,30ते48:मनिवि31:खंड 2, 3.क).सोफिया झुबेर रोड,111ते119:मनिवि31:खंड 3,",76.1,ok,
047-Sophia_Zubair_Road.pdf,"अ)सोफिया झुबेर रोड3ते109 नेबरहूड हाऊस,खंड 4,",85.7,ok,
048-Sir_J.J._Marg.pdf,"अ)सोफिया झुबेर रोड,90बी ते 90सी (मनिवि31) खंड 5, 2 ब)डिमटिमकर रोड,101 ते 183 (मनिवि-30) खंड-2,",86.7,ok,
049-Sir_J.J._Marg.pdf,"अ)सोफोया झुबेररोड,90ए तेएस.पी.रोड(मनिवि31)खंड6, 2.ब)डिमटिमकर रोड,22 ते 62 (मनिवि31) खंड 1",82.6,ok,
050-Sir_J.J._Marg.pdf,"अ)टेमकर मार्ग87 ते 131 (मनिवि 30) खंड 1, 2ब)शेख बुरहाण कमरुद्दीन मार्ग,23ते99(मनिवि30)खंड 1, 3.क)बरकतअली fart मार्ग 95ते 151 आणि यासिन पॅलेस मनिबि-30.खंड-1",80.7,ok,
051-Sir_J.J._Marg.pdf,"अ)सर ज.जी रोड,384-430 (म.नि.वि.31) खंड 1, 2ब)टेमकर स्ट्रीट,म्यु.घ.नं.4 ते 52(म.नि.वि.30)खंड2,",86.5,ok,
052-Sir_J.J._Marg.pdf,"अ).सर जमशेदजी जिजीभाय रोड,340ते346सी (मनिवि31 )खंड2, 2.ब.4थी पिरखान रोड,(मनिवि31) खंड 1, 3 क).उंद्रेया रोड,7ते51(मनिवि30) खंड 1, 4 डोउंद्रियारोड,53ते81(मनिवि30)खंड-2, 5ई).डिमटिमकर रोड,23ते39(मनिवि30) खंड 3,",81.3,ok,
053-Dimtimkar_Road.pdf,"अ)1ली पिरखान रोड,(मनिवि31)खंड 1, 2.ब)मोलाना आह्याद मार्ग,1ते53,(मनिवि30)खंड 2, 3.क)टॅक रोड,48ते50, जुम्मन वर्कशॉप,52 मरियम बाई चाळ (मनिवि30) खंड 1, 4 ड)मोलाना आझाद रोड,क्रॉस लेन,10,(मनिवि30)खंड1, 5.इ)मोलाना आझाद रोड,175ते265(मनिवि30)खंड 3,",85.3,ok,
054-Dimtimkar_Road.pdf,"अ)मोलाना आझाद रोड,89ते159 लहरी बिल्डींग खंड 4, 2a)eH EA यु.घ.नं.109ते145(मनिवि30) खंड 1",76.4,ok,
055-Dimtimkar_Road.pdf,"Laem We म्यु.घ.नं.2-4 हातीम पॅलेस बी ते 44-46 ,खातीजा मंझील",82.1,ok,
056-2ND_PIRKHAN_STREET.pdf,"अ)डिम टिमकर रोड,63 ते 77(मनिवि 30) खंड 4,2 ब)शे. बु. कमरुद्दीन मार्ग 96 ते 116 (मनिवि 30) खंड 2",86.4,ok,
057-2ND_PIRKHAN_STREET.pdf,"अ)3 री पौरखान स्टोट (मनिवि-30)खंड-1,2 ब)बरकतअली विरानी ते 150(मनिवि-20)खंड-2",79.0,ok,
058-2ND_PIRKHAN_STREET.pdf,"अ) 2 री पोरखान गल्ली (AR -31)खंड-1, 2ब)शेख बु-हानी कमरूददीन मार्ग,म्यु.घ.नं 24 रसुल जीवा बिल्डींग ते 92-94 मुन्सीफ बिल्डींग (मनिवि30) खंड 3",83.4,ok,
059-Mastan_Tack_Road.pdf,"अ)आओखांडीया मार्ग (क्रॉसलेन)2ते1 2(मनिवि30) खंड 1, 2ब)उंद्रिया मार्ग2ते 110 (मनिवि-30)खंड-3",80.7,ok,
060-Mastan_Tack_Road.pdf,"अ)आओ)डिमटीमकर रोड,82ते144,(मनिवि39) खंड 5,",68.2,ok,
061-Mastan_Tack_Road.pdf,"अ)उंद्रीया मार्गम यु.घ.न.83ते119(मनिवि 30) खंड, 2ब)टॅकमार्ग,म्यु.घ.नं.57ते77(मनिवि-30) खंड-3, 3क)मोलानाअली (मनिवि-30) खंड-3",77.5,ok,
062-Mastan_Tack_Road.pdf,"काझीपुरा हाजी कासम चाळ,19ते30(मनिबि 30) खंड 1,",75.2,ok,
063-Mastan_Tack_Road.pdf,"अ)खांडीया मार्ग,म्यु.घ.नं.1ते 75(मनिवि-30)खंड-2, 2 ब)टॅक मार्ग,1-5 अली मंजिल ते 33 रुबी मंझिल (मनिवि30) खंड 5,",88.3,ok,
064-Mastan_Tack_Road.pdf,"अ) टॅंक रोड54ते 110,(मनिवि-30)खंड-4, 2ब)मस तान टँक रोड,15 ते 57,(म.नि.वि.30), Gel",71.7,ok,
065-Mastan_Tack_Road.pdf,"अ)खांडिया मार्ग,म्यु.घ.नं.40ते76(मनिवि-30)खंड-3, टेमकर मार्ग,म्यु.घ.नं.54ते 142(मनिवि-30)खंड-3, 3 क)मस्तान टॅकमार्ग य.नं2ते29,(मनिवि 30)खंड 2, 4 ड)उंद्रीया मार्ग,(क्रॉसलेन),म्यु.घ.नं.12ते24(मनिवि 30)खंड5, )टेमकरमार्ग,म्यु.घ.नं 73ते75 उस्मानिया बिल्डींग ते 85सुलेमान बिल्डींग(मनिवि30)खंड 4",83.8,ok,
066-Mastan_Tack_Road.pdf,"अ) बरकत अली PART मार्ग,26ते130(मनिवि30)खंड 3, 2 ब)टॅक मार्ग 35 -39 बोरी चाळ ते 41 -49 हातिमा मंजिल fa 30)खंड 6",81.7,ok,
067-Mastan_Tack_Road.pdf,"काझीपुरा हाजी कासम चाळ,1ते18(मनिवि30)खंड 2",78.0,ok,
068-Mastan_Tack_Road.pdf,"अ)बरकत अली विरानी मार्ग,15ते89(मनिवि30) खंड 4, 2.ब)मस्तान टॅक मार्ग,म्युनिसिपल क्वॉर्टर्स म्यु.घ.नं.50च्या समोर(मनिवि30) खंड 2",78.4,ok,
069-Mastan_Tack_Road.pdf,"अ)मौलाना शौकतअली मार्ग,32 ते 40 (मनिवि-30), 2ब)सरजमेशदजी जीजीभाय मार्ग,434ते516(मनिवि-30)खंड-3, 3 क)बरकत अली fart मार्ग (क्रास लेन)(मनिवि30)खंड5, 4.ड) टेमकर मार्ग, 17 ते 69 (मनिवि30) खंड 5",84.1,ok,
070-Sardar_Balwant_Singh_Dhodi_Marg.pdf,"अ)सरदार बलवंतसिंग धोदी मार्ग,21 ते 31(मनिवि 34)खंड 1,2 ब)शिवदास चापसीमार्ग,51ते77बी(मनिवि32)खंड1 , 3 क)शिवदास चापसीमार्ग,36ते64(मनिवि34)खंड2",83.7,ok,
071-Sardar_Balwant_Singh_Dhodi_Marg.pdf,"अ)शिवदास चापसी मार्ग,(माझगांब रोड) म्यु. घ.नं.79 ई किसान बिल्डींग ते 89डी राजे शिवाजी बिल्डींग (मनिबि32) खंड 3,",73.2,ok,
072-Barrister_Nath_Pai_Marg.pdf,"अ)डॉकयार्ड रोड, 35 ते 39 (मनिवि32) खंड 1, 2ब)चर्चमार्गग्यानी fad रासबिया बिल्डींग (मनिवि-33)खंड-1 ,",82.0,ok,
073-Barrister_Nath_Pai_Marg.pdf,"अ)बॅरिस्टर नाथ पै मार्ग,327ते393(मनिवि33) खंड, 2 ब)कारपेंटरमार्ग,पाठारे हा.ते जैन मं.(मनिवि33)खंड, 3 क)बंरिस्टर नाथ पै मार्ग,293ते 315 (मनिवि-33)खंड-3, 4.ड)बेकर लेन, 33) खंड 1",83.7,ok,
074-Barrister_Nath_Pai_Marg.pdf,"अ)बॅरिस्टरनाथ पै मार्ग340ते रे चेंबर समोरील झोपडपट्टी (मनिवि)32)खंड, 2.ब)डिलीमा मार्ग,80 ते 140(मनिवि33)खंड 1, 3क) न्यु लँड मार्ग,(मनिवि33)खंड1, 4ड) पन्नालाल चाळ",80.3,ok,
075-Barrister_Nath_Pai_Marg.pdf,"अ) ढोलकर मार्ग,म.नि.बी.33,खंड-1, 2 ब)नबाब टँक मार्ग,23-61(मनिबि 33) खंड-1, 3.क) हॉस्पीटल मार्ग, fa 33) खंड 1, 45) चिमणाजी राणोजी मार्ग, (मनित्रि 33) खंड 1 5 इ)डॉकयार्ड रोड म्यु.घ.नं.1 ते 33",83.3,ok,
076-Nawab_Tack_Road.pdf,"अ)1ली कारपेंटर मार्ग,13-47ते61(मनिवि33) खंड 1, 2ब) 2री कारपेंटर मार्ग (मनिवि-33) खंड-1",82.6,ok,
077-Nawab_Tack_Road.pdf,"अ)मुझावर पाखाडी रोड,46-262,336,बीपीटी बंगला खंड-1, 2ब)नवाब टँक रोड,15-24बी (म.नि.वि.33) खंड 1, 3क)दूसरा माझगाव कोळीबाडा,1-21(मनिवि-33) खंड-1,4 ड) डिलीमा मार्ग,1ते 93 आणि पंचशिल बिल्डींग (मनिवि-33)खंड 2",84.2,ok,
078-Jinabhai_Mulji_Rathod_Marg.pdf,"अ)जे.एम. राठोड मार्ग,1 ते 3,(मनिवि32) खंड 1, 2ब)जेएम राठोड मार्ग,4 ते 7,10,(मनिवि32) खंड 2, 3.क)सेंट मेरी रोड,18ते28,(मनिवि34) खंड 1, 4.ड)जे.एम.मार्ग(बाडीबंदर रोड),बि.पी.टी.कॉलनी 8व9(मनिवि32) खंड3, 5.इ)जे.एम.मार्ग(वाडोबंदर रोड)4-44(मनिवि32)खंड",84.0,ok,
079-Jinabhai_Mulji_Rathod_Marg.pdf,"अ)हुतात्मा भाऊसाहेब कायंडे मार्ग,गांबदेबी मंदिर ते कुमार मेंशन(मनिवि32) खंड 1,",85.4,ok,
080-Jinabhai_Mulji_Rathod_Marg.pdf,"अ)हुसेन पटेलमार्ग21 ते 55(मनिवि32)खंड 1,",75.1,ok,
081-Jinabhai_Mulji_Rathod_Marg.pdf,"अ)डॉकयार्ड रोड,41एते65ए (मनिवि32) खंड 3,",78.4,ok,
082-Jinabhai_Mulji_Rathod_Marg.pdf,"अ)डोकयार्ड रोड 65बी ते 137 म्युनिसिपल क॑ पाउंड(मनिवि.32)खंड-4",68.0,ok,
083-Sardar_Balwant_Singh_Dhodi_Marg.pdf,"अ) Ge मेरी Vest आय टी चाळ नं.1,(मनिवि-31)खंड-2, 2 ब) सेंट मेरी रोड,बी आय टी चाळ नं.4-7,(मनिवि-31)खंड-3, 3 क)एस.बी.धोदी मार्ग,33-सेंट मेरी हायस्कूल (मनिवि-31)खंड-2",78.5,ok,
084-Sardar_Balwant_Singh_Dhodi_Marg.pdf,"अ) Ge मेरी Vest आय टी चाळ 15-16 (मनिवि-31)खंड-4, 2 ब) सेंट मेरी रोड,बी आय टी चाळ नं. 5 (मनिवि-31)खंड-5",78.7,ok,
085-Sardar_Balwant_Singh_Dhodi_Marg.pdf,"अ) Ge मेरी Vest आय टी चाळ 12-13 (मनिवि-31)खंड-6, 2ब) सेंट मेरी रोड,म्यु.ब्लॉक(कामगार सदन)16 ए ते 16 क (मनिवि-31)खंड-7",79.0,ok,
086-Sardar_Balwant_Singh_Dhodi_Marg.pdf,"अ) Ge मेरी Vest आय टी चाळ नं.2(मनिवि-31)खंड-8, 2 ब) सेंट मेरी test आय टी चाळ 11व14(मनिवि-31)खंड-9",76.3,ok,
087-St._Mary_s_Road.pdf,"अ) Ge मेरी Vest आय टी चाळ 3,6,8(मनिवि-31)खंड-8",68.8,ok,
088-St._Mary_s_Road.pdf,"अ) सेंट मेरी Gel ते 137 (मनिवि-31) खंड-11, 2 ब) सेंट मेरी रोड,बी.आय.टी.चाळ 9 -10(मनिवि31)खंड12",81.8,ok,
089-Shivdas_Chapsi_Marg.pdf,"अ)शिवदास चापसी मार्ग 110-132(मनिवि31)खंड3, 2ब) शिबदास चापसी रोड (माझगांव रोड)म्यु.घ.नं 154 ते 188 (मनिवि-31) खंड-6, 3 क)ोशिबदास चापसीरोड (माझ.रोड)म्यु.घ.नं.100 ते 106(मनिवि-31)खंड-7",76.2,ok,
090-Shivdas_Chapsi_Marg.pdf,"अ)शिवदास चापसी मार्ग,150,दुभाष चाळ अ ब क ड (मनिवि31)खंड4, 2ब)शिबदास चापसी मार्ग,(माझगांब रोड)म्यु.घ.नं.84 - 88,कल्व्हर्ट फॅकटरी आणि सेट्रल रेल्वे झोपडपट्टी (मनिवि31)खंड 5,",80.6,ok,
091-Sir_J.J._Marg.pdf,"अ) सर जमशेदजी जिजिभाय रोड, संजय गांधी नगर झोपडपट्टी(मनिवि.-31)खंड-4",78.4,ok,
092-Sir_J.J._Marg.pdf,"अ) सर जमशेदजी जीजीभाय रोड,सेट्रल रेल्वे कॉलनी ब्लॉक F.1 ते सेटल रेल्वे मजदुर संघ मागील झोपडपट्टी (म.नि.वि.-31)खंड-5",81.6,ok,
093-Sir_J.J._Marg.pdf,"अ)संत गाडगे महाराज रोड,(सर जमशेदजी जिजीभाय रोड समोर )म्यु.घ.नं.351 सिमेंट चाळ अते क आणि म्यु.घ.नं.351 मागील झोपडपट्टी (मनिवि-31) खंड-1",85.7,ok,
